           0           0  0.63283360945385658     
           0           1  0.67760187969447483     
           0           2  0.19736317825053887     
           0           3   3.1837120406311384E-002
           0           4  0.29892068595316484     
           0           5  -9.0559473638487389E-002
           0           6   4.8196653884956080E-002
           0           7   2.2022610747759165E-002
           0           8  -4.5022210172422066E-003
           0           9  -3.2564233977302433E-003

           1           0  0.49260621554216644     
           1           1 -0.13023973511443510     
           1           2 -0.59508881863680241     
           1           3 -0.51279053311068323     
           1           4 -0.23539346024373495     
           1           5   7.0328996423653395E-002
           1           6 -0.24001043640752753     
           1           7  -6.5925727809022991E-002
           1           8  -2.6838565411371373E-002
           1           9   1.3725491808634402E-002

           2           0 -0.48776331818698249     
           2           1  0.31060418233259240     
           2           2  -1.0635586590039884E-002
           2           3 -0.55431225065572531     
           2           4  0.39865321976129853     
           2           5 -0.19979949374389019     
           2           6 -0.36896734751997445     
           2           7  -8.6157035242117125E-002
           2           8 -0.12000821235953825     
           2           9   3.2978934304773527E-002

           3           0 -0.24279084270957776     
           3           1  0.49603531471779061     
           3           2   5.4575380317016801E-002
           3           3 -0.20858816025826227     
           3           4 -0.46735696373416241     
           3           5  0.58391718452477104     
           3           6  0.13569123033381739     
           3           7   1.4247430597451590E-002
           3           8  0.25447951730000512     
           3           9  -5.6392216304345315E-002

           4           0 -0.18475456457803754     
           4           1  0.29966408457787508     
           4           2 -0.39414960144176553     
           4           3   2.2732851528709280E-002
           4           4 -0.27013820704023839     
           4           5 -0.45783226249843312     
           4           6  0.50037926780783759     
           4           7  0.22304071043101636     
           4           8 -0.34383915901810985     
           4           9   6.2511810780443405E-002

           5           0   7.4627755298538656E-002
           5           1 -0.24228360788977812     
           5           2  0.15324920712486589     
           5           3 -0.39046193768767745     
           5           4  0.32178186200557157     
           5           5  0.31023198535608165     
           5           6  0.36634624334167232     
           5           7  0.59776973458637706     
           5           8 -0.11110704483090189     
           5           9   8.2655016107391656E-003

           6           0  -9.6350187367289883E-002
           6           1  0.12413813746146449     
           6           2 -0.38363633606223813     
           6           3  0.29015799390020824     
           6           4  0.14837944895278676     
           6           5  -5.6834234249048453E-002
           6           6 -0.28324711127112190     
           6           7  0.44196027861506776     
           6           8  0.54029589220584473     
           6           9 -0.18563293494828650     

           7           0   3.6002850643792418E-002
           7           1 -0.11025551378048261     
           7           2  0.13931884065743544     
           7           3 -0.29510690131902911     
           7           4  -9.7903700523152594E-003
           7           5 -0.30134564549214782     
           7           6  0.36323805009707760     
           7           7 -0.34063423441888080     
           7           8  0.39350036345017025     
           7           9 -0.56368671435148743     

           8           0   6.7195241481484896E-002
           8           1  -4.5559567059749471E-002
           8           2  0.33374978932089427     
           8           3 -0.16931552137002237     
           8           4 -0.30547822762591292     
           8           5 -0.28194327124524116     
           8           6  -9.4504026589881260E-002
           8           7   1.8488397487306785E-002
           8           8  0.26898742739368642     
           8           9  0.50593486712207547     

           9           0  -2.0676235296876545E-002
           9           1   4.6583942356628057E-002
           9           2 -0.10701178168817166     
           9           3  0.15134028125789872     
           9           4   9.1078121754917432E-002
           9           5  0.26956303389656611     
           9           6  -3.5314413696954580E-002
           9           7 -0.28391590796831923     
           9           8 -0.34287989052088930     
           9           9 -0.28773330806459185     

