   -0.5000000000         141.7510700         8.987185042         20.52925604         5.885225494         144.8530295         4.741127622        0.1620352250    
   -0.4982387476         140.2504581         8.970713406         20.52925604         5.835276265         143.3858953         4.741127622        0.1620352250    
   -0.4964774951         138.7616953         8.954162224         20.52925604         5.784811714         141.9310458         4.741127622        0.1620352250    
   -0.4947162427         137.2847814         8.937531495         20.52925604         5.733827225         140.4884857         4.741127622        0.1620352250    
   -0.4929549902         135.8197165         8.920821220         20.52925604         5.682318229         139.0582195         4.741127622        0.1620352250    
   -0.4911937378         134.3665006         8.904031399         20.52925604         5.630280218         137.6402518         4.741127622        0.1620352250    
   -0.4894324853         132.9251338         8.887162031         20.52925604         5.577708749         136.2345870         4.741127622        0.1620352250    
   -0.4876712329         131.4956159         8.870213117         20.52925604         5.524599454         134.8412295         4.741127622        0.1620352250    
   -0.4859099804         130.0779470         8.853184657         20.52925604         5.470948047         133.4601836         4.741127622        0.1620352250    
   -0.4841487280         128.6721271         8.836076650         20.52925604         5.416750332         132.0914534         4.741127622        0.1620352250    
   -0.4823874755         127.2781562         8.818889098         20.52925604         5.362002214         130.7350431         4.741127622        0.1620352250    
   -0.4806262231         125.8960343         8.801621999         20.52925604         5.306699707         129.3909566         4.741127622        0.1620352250    
   -0.4788649706         124.5257614         8.784275353         20.52925604         5.250838945         128.0591978         4.741127622        0.1620352250    
   -0.4771037182         123.1673375         8.766849162         20.52925604         5.194416192         126.7397705         4.741127622        0.1620352250    
   -0.4753424658         121.8207626         8.749343424         20.52925604         5.137427853         125.4326782         4.741127622        0.1620352250    
   -0.4735812133         120.4860367         8.731758139         20.52925604         5.079870485         124.1379243         4.741127622        0.1620352250    
   -0.4718199609         119.1631598         8.714093309         20.52925604         5.021740809         122.8555123         4.741127622        0.1620352250    
   -0.4700587084         117.8521319         8.696348932         20.52925604         4.963035724         121.5854451         4.741127622        0.1620352250    
   -0.4682974560         116.5529529         8.678525009         20.52925604         4.903752317         120.3277256         4.741127622        0.1620352250    
   -0.4665362035         115.2656230         8.660621539         20.52925604         4.843887877         119.0823567         4.741127622        0.1620352250    
   -0.4647749511         113.9901421         8.642638523         20.52925604         4.783439910         117.8493407         4.741127622        0.1620352250    
   -0.4630136986         112.7265102         8.624575961         20.52925604         4.722406155         116.6286800         4.741127622        0.1620352250    
   -0.4612524462         111.4747272         8.606433853         20.52925604         4.660784595         115.4203765         4.741127622        0.1620352250    
   -0.4594911937         110.2347933         8.588212198         20.52925604         4.598573472         114.2244320         4.741127622        0.1620352250    
   -0.4577299413         109.0067084         8.569910998         20.52925604         4.535771308         113.0408481         4.741127622        0.1620352250    
   -0.4559686888         107.7904724         8.551530250         20.52925604         4.472376918         111.8696258         4.741127622        0.1620352250    
   -0.4542074364         106.5860855         8.533069957         20.52925604         4.408389427         110.7107660         4.741127622        0.1620352250    
   -0.4524461840         105.3935476         8.514530117         20.52925604         4.343808286         109.5642694         4.741127622        0.1620352250    
   -0.4506849315         104.2128586         8.495910731         20.52925604         4.278633294         108.4301361         4.741127622        0.1620352250    
   -0.4489236791         103.0440187         8.477211798         20.52925604         4.212864613         107.3083658         4.741127622        0.1620352250    
   -0.4471624266         101.8870277         8.458433320         20.52925604         4.146502788         106.1989582         4.741127622        0.1620352250    
   -0.4454011742         100.7418858         8.439575295         20.52925604         4.079548766         105.1019123         4.741127622        0.1620352250    
   -0.4436399217         99.60859280         8.420637723         20.52925604         4.012003916         104.0172266         4.741127622        0.1620352250    
   -0.4418786693         98.48714884         8.401620606         20.52925604         3.943870049         102.9448994         4.741127622        0.1620352250    
   -0.4401174168         97.37755387         8.382523942         20.52925604         3.875149440         101.8849284         4.741127622        0.1620352250    
   -0.4383561644         96.27980790         8.363347732         20.52925604         3.805844845         100.8373108         4.741127622        0.1620352250    
   -0.4365949119         95.19391093         8.344091975         20.52925604         3.735959526         99.80204338         4.741127622        0.1620352250    
   -0.4348336595         94.11986296         8.324756672         20.52925604         3.665497272         98.77912236         4.741127622        0.1620352250    
   -0.4330724070         93.05766398         8.305341823         20.52925604         3.594462420         97.76854339         4.741127622        0.1620352250    
   -0.4313111546         92.00731400         8.285847428         20.52925604         3.522859875         96.77030156         4.741127622        0.1620352250    
   -0.4295499022         90.96881302         8.266273486         20.52925604         3.450695137         95.78439137         4.741127622        0.1620352250    
   -0.4277886497         89.94216104         8.246619998         20.52925604         3.377974319         94.81080672         4.741127622        0.1620352250    
   -0.4260273973         88.92735805         8.226886964         20.52925604         3.304704171         93.84954084         4.741127622        0.1620352250    
   -0.4242661448         87.92440406         8.207074384         20.52925604         3.230892101         92.90058634         4.741127622        0.1620352250    
   -0.4225048924         86.93329906         8.187182257         20.52925604         3.156546200         91.96393512         4.741127622        0.1620352250    
   -0.4207436399         85.95404307         8.167210584         20.52925604         3.081675262         91.03957839         4.741127622        0.1620352250    
   -0.4189823875         84.98663607         8.147159364         20.52925604         3.006288805         90.12750662         4.741127622        0.1620352250    
   -0.4172211350         84.03107806         8.127028598         20.52925604         2.930397095         89.22770957         4.741127622        0.1620352250    
   -0.4154598826         83.08736906         8.106818286         20.52925604         2.854011166         88.34017618         4.741127622        0.1620352250    
   -0.4136986301         82.15550905         8.086528428         20.52925604         2.777142839         87.46489464         4.741127622        0.1620352250    
   -0.4119373777         81.23549804         8.066159024         20.52925604         2.699804746         86.60185231         4.741127622        0.1620352250    
   -0.4101761252         80.32733602         8.045710073         20.52925604         2.622010346         85.75103575         4.741127622        0.1620352250    
