   -0.5000000000        0.3664360664E-02   -0.3153085714E-02    0.4909768070E-02   -0.2928624450E-02
   -0.4980430528        0.3411407462E-02   -0.2847386100E-02    0.4611958303E-02   -0.2696477836E-02
   -0.4960861057        0.3186620914E-02   -0.2566340548E-02    0.4343354919E-02   -0.2482795534E-02
   -0.4941291585        0.2987271070E-02   -0.2306899163E-02    0.4101422916E-02   -0.2285631607E-02
   -0.4921722114        0.2811391328E-02   -0.2066833445E-02    0.3884260057E-02   -0.2103446338E-02
   -0.4902152642        0.2657031423E-02   -0.1843889753E-02    0.3689997595E-02   -0.1934740947E-02
   -0.4882583170        0.2522589334E-02   -0.1636170888E-02    0.3517065590E-02   -0.1778214428E-02
   -0.4863013699        0.2406571675E-02   -0.1441865349E-02    0.3364000250E-02   -0.1632644607E-02
   -0.4843444227        0.2307720568E-02   -0.1259394779E-02    0.3229544775E-02   -0.1496946404E-02
   -0.4823874755        0.2224889866E-02   -0.1087274711E-02    0.3112549405E-02   -0.1370109393E-02
   -0.4804305284        0.2157109881E-02   -0.9241905894E-03    0.3012022419E-02   -0.1251226544E-02
   -0.4784735812        0.2103510372E-02   -0.7689114797E-03    0.2927067595E-02   -0.1139454804E-02
   -0.4765166341        0.2063358996E-02   -0.6203356930E-03    0.2856914149E-02   -0.1034031569E-02
   -0.4745596869        0.2036008424E-02   -0.4774317505E-03    0.2800873525E-02   -0.9342472898E-03
   -0.4726027397        0.2020921596E-02   -0.3392686455E-03    0.2758358771E-02   -0.8394559274E-03
   -0.4706457926        0.2017633140E-02   -0.2049729321E-03    0.2728852814E-02   -0.7490547783E-03
   -0.4686888454        0.2025767225E-02   -0.7375033201E-04    0.2711921938E-02   -0.6624916554E-03
   -0.4667318982        0.2045008239E-02    0.5514674698E-04    0.2707191516E-02   -0.5792494555E-03
   -0.4647749511        0.2075114151E-02    0.1824028764E-03    0.2714355924E-02   -0.4988514232E-03
   -0.4628180039        0.2115893540E-02    0.3086649165E-03    0.2733159407E-02   -0.4208490188E-03
   -0.4608610568        0.2167216048E-02    0.4345290943E-03    0.2763403713E-02   -0.3448259945E-03
   -0.4589041096        0.2228993969E-02    0.5605611583E-03    0.2804932649E-02   -0.2703886594E-03
   -0.4569471624        0.2301190706E-02    0.6872857791E-03    0.2857638165E-02   -0.1971691818E-03
   -0.4549902153        0.2383805736E-02    0.8152028760E-03    0.2921447655E-02   -0.1248176507E-03
   -0.4530332681        0.2476881637E-02    0.9447786675E-03    0.2996328941E-02   -0.5300485000E-04
   -0.4510763209        0.2580491604E-02    0.1076459081E-02    0.3082279661E-02    0.1858430119E-04
   -0.4491193738        0.2694745421E-02    0.1210662023E-02    0.3179331445E-02    0.9024835042E-04
   -0.4471624266        0.2819778944E-02    0.1347788518E-02    0.3287540917E-02    0.1622747940E-03
   -0.4452054795        0.2955759250E-02    0.1488215912E-02    0.3406993256E-02    0.2349379574E-03
   -0.4432485323        0.3102875683E-02    0.1632307224E-02    0.3537794477E-02    0.3085036227E-03
   -0.4412915851        0.3261344343E-02    0.1780405075E-02    0.3680074505E-02    0.3832271241E-03
   -0.4393346380        0.3431400372E-02    0.1932839616E-02    0.3833980479E-02    0.4593572891E-03
   -0.4373776908        0.3613301924E-02    0.2089923050E-02    0.3999679444E-02    0.5371347070E-03
   -0.4354207436        0.3807323446E-02    0.2251956400E-02    0.4177352489E-02    0.6167951132E-03
   -0.4334637965        0.4013759221E-02    0.2419224533E-02    0.4367197121E-02    0.6985678024E-03
   -0.4315068493        0.4232917478E-02    0.2592001989E-02    0.4569422100E-02    0.7826785589E-03
   -0.4295499022        0.4465123577E-02    0.2770548427E-02    0.4784249555E-02    0.8693481929E-03
   -0.4275929550        0.4710714813E-02    0.2955113690E-02    0.5011910411E-02    0.9587951001E-03
   -0.4256360078        0.4970043304E-02    0.3145933623E-02    0.5252646292E-02    0.1051233908E-02
