   -0.5000000000         3.738543439        -3.323118344         3.706905292        -3.426535297         3.678641162        -3.462075488    
   -0.4980430528         3.738543439        -3.323118344         3.697430082        -3.429573418         3.663958274        -3.465315570    
   -0.4960861057         3.738543439        -3.323118344         3.687948963        -3.433246631         3.648974086        -3.469210679    
   -0.4941291585         3.738543439        -3.323118344         3.678401334        -3.437543850         3.633639066        -3.473761270    
   -0.4921722114         3.738543439        -3.323118344         3.668744747        -3.442453887         3.617906884        -3.478967638    
   -0.4902152642         3.738543439        -3.323118344         3.658933239        -3.447970080         3.601733130        -3.484833006    
   -0.4882583170         3.738543439        -3.323118344         3.648927730        -3.454087300         3.585075842        -3.491361599    
   -0.4863013699         3.738543439        -3.323118344         3.638689209        -3.460803237         3.567895069        -3.498559506    
   -0.4843444227         3.738543439        -3.323118344         3.628182950        -3.468116971         3.550153102        -3.506433759    
   -0.4823874755         3.738543439        -3.323118344         3.617375111        -3.476029503         3.531814267        -3.514992680    
   -0.4804305284         3.738543439        -3.323118344         3.606235020        -3.484542861         3.512845082        -3.524245301    
   -0.4784735812         3.738543439        -3.323118344         3.594733128        -3.493660351         3.493214166        -3.534201510    
   -0.4765166341         3.738543439        -3.323118344         3.582842464        -3.503385926         3.472892375        -3.544871628    
   -0.4745596869         3.738543439        -3.323118344         3.570537280        -3.513724301         3.451852778        -3.556266462    
   -0.4726027397         3.738543439        -3.323118344         3.557794064        -3.524680471         3.430070789        -3.568396962    
   -0.4706457926         3.738543439        -3.323118344         3.544590596        -3.536259759         3.407524195        -3.581274223    
   -0.4686888454         3.738543439        -3.323118344         3.530906710        -3.548467422         3.384193285        -3.594909198    
   -0.4667318982         3.738543439        -3.323118344         3.516723605        -3.561308664         3.360060910        -3.609312664    
   -0.4647749511         3.738543439        -3.323118344         3.502024451        -3.574788304         3.335112620        -3.624494967    
   -0.4628180039         3.738543439        -3.323118344         3.486793872        -3.588910759         3.309336740        -3.640465969    
   -0.4608610568         3.738543439        -3.323118344         3.471018453        -3.603679768         3.282724508        -3.657234822    
   -0.4589041096         3.738543439        -3.323118344         3.454686341        -3.619098353         3.255270165        -3.674809895    
   -0.4569471624         3.738543439        -3.323118344         3.437787676        -3.635168580         3.226971090        -3.693198569    
   -0.4549902153         3.738543439        -3.323118344         3.420314284        -3.651891510         3.197827894        -3.712407158    
   -0.4530332681         3.738543439        -3.323118344         3.402260049        -3.669266992         3.167844548        -3.732440719    
   -0.4510763209         3.738543439        -3.323118344         3.383620672        -3.687293607         3.137028476        -3.753302966    
   -0.4491193738         3.738543439        -3.323118344         3.364393995        -3.705968488         3.105390672        -3.774996097    
   -0.4471624266         3.738543439        -3.323118344         3.344579812        -3.725287264         3.072945779        -3.797520714    
   -0.4452054795         3.738543439        -3.323118344         3.324180148        -3.745243902         3.039712196        -3.820875654    
   -0.4432485323         3.738543439        -3.323118344         3.303199105        -3.765830658         3.005712142        -3.845057919    
   -0.4412915851         3.738543439        -3.323118344         3.281643110        -3.787037936         2.970971735        -3.870062525    
   -0.4393346380         3.738543439        -3.323118344         3.259520780        -3.808854248         2.935521042        -3.895882432    
   -0.4373776908         3.738543439        -3.323118344         3.236843136        -3.831266100         2.899394131        -3.922508418    
   -0.4354207436         3.738543439        -3.323118344         3.213623485        -3.854257959         2.862629096        -3.949929011    
   -0.4334637965         3.738543439        -3.323118344         3.189877602        -3.877812158         2.825268074        -3.978130390    
   -0.4315068493         3.738543439        -3.323118344         3.165623617        -3.901908883         2.787357245        -4.007096329    
   -0.4295499022         3.738543439        -3.323118344         3.140882167        -3.926526098         2.748946815        -4.036808111    
   -0.4275929550         3.738543439        -3.323118344         3.115676282        -3.951639549         2.710090978        -4.067244499    
   -0.4256360078         3.738543439        -3.323118344         3.090031505        -3.977222714         2.670847864        -4.098381669    
   -0.4236790607         3.738543439        -3.323118344         3.063975785        -4.003246818         2.631279474        -4.130193194    
   -0.4217221135         3.738543439        -3.323118344         3.037539657        -4.029680710         2.591451752        -4.162649880    
   -0.4197651663         3.738543439        -3.323118344         3.010756366        -4.056490663         2.551434856        -4.195719494    
   -0.4178082192         3.738543439        -3.323118344         2.983662005        -4.083640286         2.511303169        -4.229366642    
