   -0.5000000000        0.2729231639E-02   -0.1378024409E-02   -0.4654434113E-02   -0.1548801144E-02
   -0.4980430528        0.2616556062E-02   -0.1131099411E-02   -0.4506796427E-02   -0.1367678186E-02
   -0.4960861057        0.2524940313E-02   -0.8969885690E-03   -0.4384026198E-02   -0.1194815412E-02
   -0.4941291585        0.2452816472E-02   -0.6734118756E-03   -0.4284746185E-02   -0.1028971676E-02
   -0.4921722114        0.2399031258E-02   -0.4586693434E-03   -0.4207925342E-02   -0.8690576946E-03
   -0.4902152642        0.2362493104E-02   -0.2510252320E-03   -0.4152595672E-02   -0.7140323220E-03
   -0.4882583170        0.2342319358E-02   -0.4898769420E-04   -0.4117971278E-02   -0.5629401364E-03
   -0.4863013699        0.2337720862E-02    0.1488882029E-03   -0.4103355639E-02   -0.4148756637E-03
   -0.4843444227        0.2348055432E-02    0.3438916326E-03   -0.4108184775E-02   -0.2689953073E-03
   -0.4823874755        0.2372766878E-02    0.5372570351E-03   -0.4131977990E-02   -0.1244975558E-03
   -0.4804305284        0.2411410763E-02    0.7301075280E-03   -0.4174358391E-02    0.1937223326E-04
   -0.4784735812        0.2463615682E-02    0.9235172392E-03   -0.4235021287E-02    0.1633348059E-03
   -0.4765166341        0.2529097622E-02    0.1118476993E-02   -0.4313745302E-02    0.3080748802E-03
   -0.4745596869        0.2607632868E-02    0.1315936716E-02   -0.4410369961E-02    0.4542503621E-03
   -0.4726027397        0.2699066815E-02    0.1516782388E-02   -0.4524802163E-02    0.6024913037E-03
   -0.4706457926        0.2803293839E-02    0.1721866644E-02   -0.4656999252E-02    0.7534067385E-03
   -0.4686888454        0.2920263084E-02    0.1931992065E-02   -0.4806972942E-02    0.9075840820E-03
   -0.4667318982        0.3049962871E-02    0.2147934134E-02   -0.4974775948E-02    0.1065594323E-02
   -0.4647749511        0.3192424697E-02    0.2370428382E-02   -0.5160504385E-02    0.1227991573E-02
   -0.4628180039        0.3347710763E-02    0.2600188073E-02   -0.5364286860E-02    0.1395317058E-02
   -0.4608610568        0.3515916834E-02    0.2837893827E-02   -0.5586285891E-02    0.1568098681E-02
   -0.4589041096        0.3697162008E-02    0.3084207517E-02   -0.5826688754E-02    0.1746854098E-02
   -0.4569471624        0.3891590797E-02    0.3339763572E-02   -0.6085708252E-02    0.1932090235E-02
   -0.4549902153        0.4099364547E-02    0.3605180042E-02   -0.6363574857E-02    0.2124305647E-02
   -0.4530332681        0.4320662968E-02    0.3881051100E-02   -0.6660537010E-02    0.2323989963E-02
   -0.4510763209        0.4555676801E-02    0.4167955948E-02   -0.6976854268E-02    0.2531625678E-02
   -0.4491193738        0.4804608934E-02    0.4466452199E-02   -0.7312797252E-02    0.2747687515E-02
   -0.4471624266        0.5067668034E-02    0.4777083107E-02   -0.7668641577E-02    0.2972643768E-02
   -0.4452054795        0.5345069350E-02    0.5100371631E-02   -0.8044667556E-02    0.3206955576E-02
   -0.4432485323        0.5637029109E-02    0.5436826356E-02   -0.8441154758E-02    0.3451077916E-02
   -0.4412915851        0.5943765075E-02    0.5786936093E-02   -0.8858381543E-02    0.3705458802E-02
   -0.4393346380        0.6265491570E-02    0.6151174766E-02   -0.9296620141E-02    0.3970539983E-02
   -0.4373776908        0.6602419849E-02    0.6529996477E-02   -0.9756136082E-02    0.4246756102E-02
   -0.4354207436        0.6954753644E-02    0.6923839575E-02   -0.1023718374E-01    0.4534535159E-02
   -0.4334637965        0.7322689407E-02    0.7333122116E-02   -0.1074000572E-01    0.4834297638E-02
   -0.4315068493        0.7706412310E-02    0.7758245306E-02   -0.1126482880E-01    0.5146456799E-02
   -0.4295499022        0.8106096400E-02    0.8199589326E-02   -0.1181186332E-01    0.5471417791E-02
   -0.4275929550        0.8521901012E-02    0.8657516284E-02   -0.1238129959E-01    0.5809577821E-02
   -0.4256360078        0.8953970885E-02    0.9132366401E-02   -0.1297330726E-01    0.6161325283E-02
   -0.4236790607        0.9402432878E-02    0.9624460514E-02   -0.1358803204E-01    0.6527039792E-02
   -0.4217221135        0.9867394693E-02    0.1013409518E-01   -0.1422559319E-01    0.6907090378E-02
   -0.4197651663        0.1034893861E-01    0.1066154148E-01   -0.1488607584E-01    0.7301833130E-02
   -0.4178082192        0.1084712024E-01    0.1120704038E-01   -0.1556952869E-01    0.7711609360E-02
   -0.4158512720        0.1136196526E-01    0.1177080405E-01   -0.1627596049E-01    0.8136744958E-02
   -0.4138943249        0.1189346864E-01    0.1235301202E-01   -0.1700533865E-01    0.8577548942E-02
   -0.4119373777        0.1244159163E-01    0.1295381221E-01   -0.1775758598E-01    0.9034312721E-02
   -0.4099804305        0.1300626108E-01    0.1357331742E-01   -0.1853257935E-01    0.9507308655E-02
