   -0.5000000000        -3.679522938         3.366468340        -3.644788502         3.196678804        -3.633103561         2.955977475    
   -0.4980430528        -3.679522938         3.366468340        -3.659424976         3.198801946        -3.647324656         2.959128602    
   -0.4960861057        -3.679522938         3.366468340        -3.673589637         3.199812276        -3.661395901         2.960620768    
   -0.4941291585        -3.679522938         3.366468340        -3.687393943         3.199771734        -3.675385557         2.960518874    
   -0.4921722114        -3.679522938         3.366468340        -3.700916450         3.198727617        -3.689356739         2.958872428    
   -0.4902152642        -3.679522938         3.366468340        -3.714239866         3.196723332        -3.703369385         2.955728371    
   -0.4882583170        -3.679522938         3.366468340        -3.727433656         3.193794393        -3.717479808         2.951125922    
   -0.4863013699        -3.679522938         3.366468340        -3.740565743         3.189972022        -3.731741432         2.945100824    
   -0.4843444227        -3.679522938         3.366468340        -3.753695574         3.185281860        -3.746204724         2.937683585    
   -0.4823874755        -3.679522938         3.366468340        -3.766880030         3.179745945        -3.760917620         2.928901795    
   -0.4804305284        -3.679522938         3.366468340        -3.780169724         3.173382190        -3.775925529         2.918779374    
   -0.4784735812        -3.679522938         3.366468340        -3.793612602         3.166205685        -3.791271603         2.907338108    
   -0.4765166341        -3.679522938         3.366468340        -3.807251635         3.158228480        -3.806996753         2.894597314    
   -0.4745596869        -3.679522938         3.366468340        -3.821127238         3.149460524        -3.823139823         2.880574965    
   -0.4726027397        -3.679522938         3.366468340        -3.835275686         3.139909585        -3.839737588         2.865287561    
   -0.4706457926        -3.679522938         3.366468340        -3.849730831         3.129581975        -3.856824868         2.848751011    
   -0.4686888454        -3.679522938         3.366468340        -3.864522938         3.118482533        -3.874434506         2.830980607    
   -0.4667318982        -3.679522938         3.366468340        -3.879679956         3.106615204        -3.892597430         2.811991743    
   -0.4647749511        -3.679522938         3.366468340        -3.895226610         3.093983063        -3.911342613         2.791799949    
   -0.4628180039        -3.679522938         3.366468340        -3.911185369         3.080588789        -3.930697103         2.770421494    
   -0.4608610568        -3.679522938         3.366468340        -3.927575711         3.066434702        -3.950685960         2.747873450    
   -0.4589041096        -3.679522938         3.366468340        -3.944414873         3.051523168        -3.971332260         2.724174207    
   -0.4569471624        -3.679522938         3.366468340        -3.961717239         3.035856641        -3.992657024         2.699343551    
   -0.4549902153        -3.679522938         3.366468340        -3.979494932         3.019438012        -4.014679192         2.673403106    
   -0.4530332681        -3.679522938         3.366468340        -3.997757289         3.002270653        -4.037415549         2.646376414    
   -0.4510763209        -3.679522938         3.366468340        -4.016511342         2.984358713        -4.060880684         2.618289313    
   -0.4491193738        -3.679522938         3.366468340        -4.035761357         2.965707171        -4.085086907         2.589170014    
   -0.4471624266        -3.679522938         3.366468340        -4.055509230         2.946322085        -4.110044201         2.559049424    
   -0.4452054795        -3.679522938         3.366468340        -4.075754086         2.926210638        -4.135760139         2.527961203    
   -0.4432485323        -3.679522938         3.366468340        -4.096492607         2.905381361        -4.162239830         2.495942034    
   -0.4412915851        -3.679522938         3.366468340        -4.117718679         2.883844160        -4.189485837         2.463031669    
   -0.4393346380        -3.679522938         3.366468340        -4.139423675         2.861610514        -4.217498127         2.429273138    
   -0.4373776908        -3.679522938         3.366468340        -4.161596148         2.838693491        -4.246273997         2.394712772    
   -0.4354207436        -3.679522938         3.366468340        -4.184222077         2.815107910        -4.275808021         2.359400362    
   -0.4334637965        -3.679522938         3.366468340        -4.207284599         2.790870351        -4.306091995         2.323389150    
   -0.4315068493        -3.679522938         3.366468340        -4.230764238         2.765999279        -4.337114890         2.286735939    
   -0.4295499022        -3.679522938         3.366468340        -4.254638671         2.740515047        -4.368862808         2.249501047    
   -0.4275929550        -3.679522938         3.366468340        -4.278882944         2.714439984        -4.401318955         2.211748366    
   -0.4256360078        -3.679522938         3.366468340        -4.303469281         2.687798379        -4.434463609         2.173545277    
   -0.4236790607        -3.679522938         3.366468340        -4.328367279         2.660616552        -4.468274104         2.134962670    
   -0.4217221135        -3.679522938         3.366468340        -4.353543665         2.632922919        -4.502724703         2.096074999    
   -0.4197651663        -3.679522938         3.366468340        -4.378962264         2.604748274        -4.537786325         2.056960666    
   -0.4178082192        -3.679522938         3.366468340        -4.404583801         2.576125827        -4.573426450         2.017702004    
   -0.4158512720        -3.679522938         3.366468340        -4.430366068         2.547091249        -4.609609096         1.978385236    
   -0.4138943249        -3.679522938         3.366468340        -4.456263796         2.517682644        -4.646294787         1.939100339    
   -0.4119373777        -3.679522938         3.366468340        -4.482228831         2.487940570        -4.683440554         1.899940958    
   -0.4099804305        -3.679522938         3.366468340        -4.508210047         2.457907985        -4.720999934         1.861004221    
   -0.4080234834        -3.679522938         3.366468340        -4.534153524         2.427630244        -4.758922986         1.822390601    
   -0.4060665362        -3.679522938         3.366468340        -4.560002498         2.397155015        -4.797156320         1.784203689    
   -0.4041095890        -3.679522938         3.366468340        -4.585697563         2.366532255        -4.835643141         1.746550008    
